shipping_id,business_event_date,posting_date,as_of_date,txn_id,vendor_id,tracking_number,origin_branch_code,destination_province,confirmation_status
45201268486,2025-11-20,2025-11-20,2026-01-15,TXN-202511-20025900,V-006,VS256811205175,BKK-PKT,Bangkok,shipped
924788711164,2025-11-20,2025-11-20,2026-01-15,TXN-202511-20026349,V-006,VS256811203540,REMOTE,Bangkok,shipped
679098795633,2025-11-20,2025-11-20,2026-01-15,TXN-202511-20026600,V-006,VS256811202307,BKK-SIAM,Bangkok,shipped
110065556182,2025-11-20,2025-11-20,2026-01-15,TXN-202511-20028100,V-006,VS256811202536,BKK-EMSP,Bangkok,shipped
809238480636,2025-11-20,2025-11-20,2026-01-15,TXN-202511-20028900,V-006,VS256811204551,BKK-EMSP,Bangkok,shipped
965007133076,2025-11-20,2025-11-20,2026-01-15,TXN-202511-20028926,V-006,VS256811209618,REMOTE,Bangkok,shipped
289548441510,2025-11-20,2025-11-20,2026-01-15,TXN-202511-20029300,V-006,VS256811200689,BKK-SIAM,Bangkok,shipped
981791707184,2025-11-21,2025-11-21,2026-01-15,TXN-202511-21001301,V-006,VS256811210527,REMOTE,Bangkok,shipped
86142994902,2025-11-21,2025-11-21,2026-01-15,TXN-202511-21001400,V-006,VS256811211429,BKK-CTW,Bangkok,shipped
431885626304,2025-11-21,2025-11-21,2026-01-15,TXN-202511-21001842,V-006,VS256811212331,REMOTE,Bangkok,shipped
775350461836,2025-11-21,2025-11-21,2026-01-15,TXN-202511-21006704,V-006,VS256811214885,REMOTE,Bangkok,shipped
362320458084,2025-11-21,2025-11-21,2026-01-15,TXN-202511-21008100,V-006,VS256811213474,PTY-CTRL,Chonburi,shipped
997842561174,2025-11-21,2025-11-21,2026-01-15,TXN-202511-21008288,V-006,VS256811219472,REMOTE,Bangkok,shipped
653339567920,2025-11-21,2025-11-21,2026-01-15,TXN-202511-21008584,V-006,VS256811219968,REMOTE,Bangkok,shipped
13120979983,2025-11-21,2025-11-21,2026-01-15,TXN-202511-21009300,V-006,VS256811210486,BKK-PKT,Bangkok,shipped
1036576671699,2025-11-21,2025-11-21,2026-01-15,TXN-202511-21009758,V-006,VS256811214642,REMOTE,Bangkok,shipped
448328222699,2025-11-21,2025-11-21,2026-01-15,TXN-202511-21011500,V-006,VS256811210523,BKK-EMSP,Bangkok,shipped
447231554301,2025-11-21,2025-11-21,2026-01-15,TXN-202511-21012800,V-006,VS256811217481,BKK-R9,Bangkok,shipped
296582095739,2025-11-21,2025-11-21,2026-01-15,TXN-202511-21013284,V-006,VS256811219280,REMOTE,Bangkok,shipped
444969118659,2025-11-21,2025-11-21,2026-01-15,TXN-202511-21013500,V-006,VS256811214476,BKK-R9,Bangkok,shipped
340425103849,2025-11-21,2025-11-21,2026-01-15,TXN-202511-21013568,V-006,VS256811210363,REMOTE,Bangkok,shipped
846722998614,2025-11-21,2025-11-21,2026-01-15,TXN-202511-21017000,V-006,VS256811215118,BKK-R9,Bangkok,shipped
868947741743,2025-11-21,2025-11-21,2026-01-15,TXN-202511-21017300,V-006,VS256811216910,KKC-CTRL,Khon Kaen,shipped
667990739502,2025-11-21,2025-11-21,2026-01-15,TXN-202511-21017900,V-006,VS256811216743,BKK-PKT,Bangkok,shipped
672116975698,2025-11-21,2025-11-21,2026-01-15,TXN-202511-21018700,V-006,VS256811214248,BKK-SIAM,Bangkok,shipped
369086360209,2025-11-21,2025-11-21,2026-01-15,TXN-202511-21020000,V-006,VS256811218824,HKT-FEST,Phuket,shipped
916056170542,2025-11-21,2025-11-21,2026-01-15,TXN-202511-21020200,V-006,VS256811219969,CNX-MAYA,Chiang Mai,shipped
380215748377,2025-11-21,2025-11-21,2026-01-15,TXN-202511-21021872,V-006,VS256811213893,REMOTE,Bangkok,shipped
40443114438,2025-11-21,2025-11-21,2026-01-15,TXN-202511-21024200,V-006,VS256811214000,BKK-PKT,Bangkok,shipped
483789357192,2025-11-21,2025-11-21,2026-01-15,TXN-202511-21024340,V-006,VS256811213832,REMOTE,Bangkok,shipped
334664342073,2025-11-21,2025-11-21,2026-01-15,TXN-202511-21025400,V-006,VS256811210468,BKK-R9,Bangkok,shipped
751270583514,2025-11-21,2025-11-21,2026-01-15,TXN-202511-21025490,V-006,VS256811216129,REMOTE,Bangkok,shipped
1092170465173,2025-11-21,2025-11-21,2026-01-15,TXN-202511-21025786,V-006,VS256811218861,REMOTE,Bangkok,shipped
327517969288,2025-11-21,2025-11-21,2026-01-15,TXN-202511-21026593,V-006,VS256811210190,REMOTE,Bangkok,shipped
411233299474,2025-11-21,2025-11-21,2026-01-15,TXN-202511-21028100,V-006,VS256811216739,BKK-SIAM,Bangkok,shipped
264281539886,2025-11-22,2025-11-22,2026-01-15,TXN-202511-22002366,V-006,VS256811224563,REMOTE,Bangkok,shipped
891189443105,2025-11-22,2025-11-22,2026-01-15,TXN-202511-22003500,V-006,VS256811222681,HKT-FEST,Phuket,shipped
889413724639,2025-11-22,2025-11-22,2026-01-15,TXN-202511-22005000,V-006,VS256811223133,BKK-R9,Bangkok,shipped
798823441269,2025-11-22,2025-11-22,2026-01-15,TXN-202511-22007000,V-006,VS256811226220,PTY-CTRL,Chonburi,shipped
337415833805,2025-11-22,2025-11-22,2026-01-15,TXN-202511-22007200,V-006,VS256811223565,HKT-FEST,Phuket,shipped
1088739369324,2025-11-22,2025-11-22,2026-01-15,TXN-202511-22007300,V-006,VS256811225510,BKK-SIAM,Bangkok,shipped
610170193704,2025-11-22,2025-11-22,2026-01-15,TXN-202511-22007637,V-006,VS256811223064,REMOTE,Bangkok,shipped
265475166702,2025-11-22,2025-11-22,2026-01-15,TXN-202511-22007700,V-006,VS256811220425,BKK-CTW,Bangkok,shipped
924258864076,2025-11-22,2025-11-22,2026-01-15,TXN-202511-22008202,V-006,VS256811223125,REMOTE,Bangkok,shipped
866847236551,2025-11-22,2025-11-22,2026-01-15,TXN-202511-22009597,V-006,VS256811225070,REMOTE,Bangkok,shipped
580021497681,2025-11-22,2025-11-22,2026-01-15,TXN-202511-22009600,V-006,VS256811225607,UDN-CTRL,Udon Thani,shipped
358593859357,2025-11-22,2025-11-22,2026-01-15,TXN-202511-22009700,V-006,VS256811229798,PTY-CTRL,Chonburi,shipped
250940771449,2025-11-22,2025-11-22,2026-01-15,TXN-202511-22010043,V-006,VS256811226152,REMOTE,Bangkok,shipped
378515640225,2025-11-22,2025-11-22,2026-01-15,TXN-202511-22010430,V-006,VS256811228679,REMOTE,Bangkok,shipped
1091761575325,2025-11-22,2025-11-22,2026-01-15,TXN-202511-22012900,V-006,VS256811223741,BKK-SIAM,Bangkok,shipped
835024561538,2025-11-22,2025-11-22,2026-01-15,TXN-202511-22014347,V-006,VS256811223699,REMOTE,Bangkok,shipped
1064651241811,2025-11-22,2025-11-22,2026-01-15,TXN-202511-22020000,V-006,VS256811227479,BKK-EMSP,Bangkok,shipped
729492012045,2025-11-22,2025-11-22,2026-01-15,TXN-202511-22020099,V-006,VS256811221802,REMOTE,Bangkok,shipped
677853614206,2025-11-22,2025-11-22,2026-01-15,TXN-202511-22021100,V-006,VS256811221408,BKK-EMSP,Bangkok,shipped
911773578248,2025-11-22,2025-11-22,2026-01-15,TXN-202511-22021800,V-006,VS256811220096,BKK-PKT,Bangkok,shipped
701582735478,2025-11-22,2025-11-22,2026-01-15,TXN-202511-22022132,V-006,VS256811222018,REMOTE,Bangkok,shipped
264649020334,2025-11-22,2025-11-22,2026-01-15,TXN-202511-22023900,V-006,VS256811222348,CNX-MAYA,Chiang Mai,shipped
344254415227,2025-11-22,2025-11-22,2026-01-15,TXN-202511-22024272,V-006,VS256811229955,REMOTE,Bangkok,shipped
537420285319,2025-11-22,2025-11-22,2026-01-15,TXN-202511-22025100,V-006,VS256811226824,BKK-SIAM,Bangkok,shipped
688480383159,2025-11-22,2025-11-22,2026-01-15,TXN-202511-22026200,V-006,VS256811221944,CNX-MAYA,Chiang Mai,shipped
175592770169,2025-11-22,2025-11-22,2026-01-15,TXN-202511-22026400,V-006,VS256811226569,BKK-R9,Bangkok,shipped
451148525707,2025-11-22,2025-11-22,2026-01-15,TXN-202511-22026900,V-006,VS256811226225,KKC-CTRL,Khon Kaen,shipped
340124296475,2025-11-22,2025-11-22,2026-01-15,TXN-202511-22027100,V-006,VS256811227906,CNX-MAYA,Chiang Mai,shipped
434222639205,2025-11-22,2025-11-22,2026-01-15,TXN-202511-22027200,V-006,VS256811228678,BKK-EMSP,Bangkok,shipped
411765377336,2025-11-22,2025-11-22,2026-01-15,TXN-202511-22028100,V-006,VS256811228827,HKT-FEST,Phuket,shipped
1027115177129,2025-11-22,2025-11-22,2026-01-15,TXN-202511-22029447,V-006,VS256811229951,REMOTE,Bangkok,shipped
455222562842,2025-11-22,2025-11-22,2026-01-15,TXN-202511-22029452,V-006,VS256811221709,REMOTE,Bangkok,shipped
885126078975,2025-11-23,2025-11-23,2026-01-15,TXN-202511-23000800,V-006,VS256811234675,HKT-FEST,Phuket,shipped
191977131070,2025-11-23,2025-11-23,2026-01-15,TXN-202511-23001200,V-006,VS256811239802,KKC-CTRL,Khon Kaen,shipped
891470478339,2025-11-23,2025-11-23,2026-01-15,TXN-202511-23002700,V-006,VS256811238885,BKK-SIAM,Bangkok,shipped
330972979133,2025-11-23,2025-11-23,2026-01-15,TXN-202511-23003000,V-006,VS256811232926,BKK-PKT,Bangkok,shipped
21830523305,2025-11-23,2025-11-23,2026-01-15,TXN-202511-23003825,V-006,VS256811232984,REMOTE,Bangkok,shipped
454792165361,2025-11-23,2025-11-23,2026-01-15,TXN-202511-23004990,V-006,VS256811234049,REMOTE,Bangkok,shipped
790019137429,2025-11-23,2025-11-23,2026-01-15,TXN-202511-23005460,V-006,VS256811232307,REMOTE,Bangkok,shipped
877084827971,2025-11-23,2025-11-23,2026-01-15,TXN-202511-23007600,V-006,VS256811236665,CNX-MAYA,Chiang Mai,shipped
37856540371,2025-11-23,2025-11-23,2026-01-15,TXN-202511-23008300,V-006,VS256811234074,CNX-MAYA,Chiang Mai,shipped
927622992730,2025-11-23,2025-11-23,2026-01-15,TXN-202511-23009200,V-006,VS256811234668,BKK-SIAM,Bangkok,shipped
927278573784,2025-11-23,2025-11-23,2026-01-15,TXN-202511-23009600,V-006,VS256811237914,BKK-SIAM,Bangkok,shipped
1053591870124,2025-11-23,2025-11-23,2026-01-15,TXN-202511-23010100,V-006,VS256811235250,CNX-MAYA,Chiang Mai,shipped
275270842777,2025-11-23,2025-11-23,2026-01-15,TXN-202511-23010691,V-006,VS256811234757,REMOTE,Bangkok,shipped
202936833435,2025-11-23,2025-11-23,2026-01-15,TXN-202511-23011515,V-006,VS256811233699,REMOTE,Bangkok,shipped
305427880777,2025-11-23,2025-11-23,2026-01-15,TXN-202511-23012800,V-006,VS256811237306,PTY-CTRL,Chonburi,shipped
1074844949011,2025-11-23,2025-11-23,2026-01-15,TXN-202511-23012977,V-006,VS256811238207,REMOTE,Bangkok,shipped
156205919814,2025-11-23,2025-11-23,2026-01-15,TXN-202511-23014700,V-006,VS256811239081,BKK-EMSP,Bangkok,shipped
181409729353,2025-11-23,2025-11-23,2026-01-15,TXN-202511-23014877,V-006,VS256811239294,REMOTE,Bangkok,shipped
716170237811,2025-11-23,2025-11-23,2026-01-15,TXN-202511-23015420,V-006,VS256811235805,REMOTE,Bangkok,shipped
813909862544,2025-11-23,2025-11-23,2026-01-15,TXN-202511-23017318,V-006,VS256811237862,REMOTE,Bangkok,shipped
172103972200,2025-11-23,2025-11-23,2026-01-15,TXN-202511-23018000,V-006,VS256811232121,BKK-EMSP,Bangkok,shipped
53509481110,2025-11-23,2025-11-23,2026-01-15,TXN-202511-23020000,V-006,VS256811237720,BKK-SIAM,Bangkok,shipped
490534010821,2025-11-23,2025-11-23,2026-01-15,TXN-202511-23020020,V-006,VS256811232669,REMOTE,Bangkok,shipped
411649804063,2025-11-23,2025-11-23,2026-01-15,TXN-202511-23020400,V-006,VS256811231364,BKK-EMSP,Bangkok,shipped
4447055020,2025-11-23,2025-11-23,2026-01-15,TXN-202511-23022800,V-006,VS256811237639,BKK-R9,Bangkok,shipped
279001065476,2025-11-23,2025-11-23,2026-01-15,TXN-202511-23023983,V-006,VS256811235897,REMOTE,Bangkok,shipped
1020531768998,2025-11-23,2025-11-23,2026-01-15,TXN-202511-23024100,V-006,VS256811230773,BKK-SIAM,Bangkok,shipped
521653868964,2025-11-23,2025-11-23,2026-01-15,TXN-202511-23024200,V-006,VS256811233067,BKK-CTW,Bangkok,shipped
939499380701,2025-11-23,2025-11-23,2026-01-15,TXN-202511-23025561,V-006,VS256811235861,REMOTE,Bangkok,shipped
371537652523,2025-11-23,2025-11-23,2026-01-15,TXN-202511-23025600,V-006,VS256811232302,CNX-MAYA,Chiang Mai,shipped
621411091955,2025-11-23,2025-11-23,2026-01-15,TXN-202511-23026800,V-006,VS256811232762,BKK-SIAM,Bangkok,shipped
434310410394,2025-11-23,2025-11-23,2026-01-15,TXN-202511-23029500,V-006,VS256811233709,BKK-PKT,Bangkok,shipped
14393805292,2025-11-24,2025-11-24,2026-01-15,TXN-202511-24000400,V-006,VS256811243768,HKT-FEST,Phuket,shipped
826642288083,2025-11-24,2025-11-24,2026-01-15,TXN-202511-24001500,V-006,VS256811247118,PTY-CTRL,Chonburi,shipped
604699923945,2025-11-24,2025-11-24,2026-01-15,TXN-202511-24001700,V-006,VS256811245937,BKK-SIAM,Bangkok,shipped
350530160090,2025-11-24,2025-11-24,2026-01-15,TXN-202511-24001723,V-006,VS256811242681,REMOTE,Bangkok,shipped
770641113175,2025-11-24,2025-11-24,2026-01-15,TXN-202511-24003500,V-006,VS256811240606,HKT-FEST,Phuket,shipped
900663442515,2025-11-24,2025-11-24,2026-01-15,TXN-202511-24004700,V-006,VS256811244887,BKK-SIAM,Bangkok,shipped
633208900659,2025-11-24,2025-11-24,2026-01-15,TXN-202511-24006700,V-006,VS256811247728,BKK-SIAM,Bangkok,shipped
60554326305,2025-11-24,2025-11-24,2026-01-15,TXN-202511-24007600,V-006,VS256811243466,HKT-FEST,Phuket,shipped
520459047159,2025-11-24,2025-11-24,2026-01-15,TXN-202511-24008805,V-006,VS256811242425,REMOTE,Bangkok,shipped
214621961621,2025-11-24,2025-11-24,2026-01-15,TXN-202511-24009900,V-006,VS256811244759,CNX-MAYA,Chiang Mai,shipped
357560708789,2025-11-24,2025-11-24,2026-01-15,TXN-202511-24010000,V-006,VS256811247310,BKK-R9,Bangkok,shipped
290912852215,2025-11-24,2025-11-24,2026-01-15,TXN-202511-24010100,V-006,VS256811245570,BKK-EMSP,Bangkok,shipped
114328965278,2025-11-24,2025-11-24,2026-01-15,TXN-202511-24010700,V-006,VS256811241906,BKK-CTW,Bangkok,shipped
217232797366,2025-11-24,2025-11-24,2026-01-15,TXN-202511-24011534,V-006,VS256811247345,REMOTE,Bangkok,shipped
32025041432,2025-11-24,2025-11-24,2026-01-15,TXN-202511-24011542,V-006,VS256811243366,REMOTE,Bangkok,shipped
805907529116,2025-11-24,2025-11-24,2026-01-15,TXN-202511-24013400,V-006,VS256811248541,BKK-EMSP,Bangkok,shipped
421698370172,2025-11-24,2025-11-24,2026-01-15,TXN-202511-24014275,V-006,VS256811240923,REMOTE,Bangkok,shipped
662586274974,2025-11-24,2025-11-24,2026-01-15,TXN-202511-24014500,V-006,VS256811240637,BKK-CTW,Bangkok,shipped
29182587070,2025-11-24,2025-11-24,2026-01-15,TXN-202511-24014823,V-006,VS256811242815,REMOTE,Bangkok,shipped
832903041695,2025-11-24,2025-11-24,2026-01-15,TXN-202511-24015361,V-006,VS256811240333,REMOTE,Bangkok,shipped
530490263697,2025-11-24,2025-11-24,2026-01-15,TXN-202511-24016400,V-006,VS256811248235,BKK-PKT,Bangkok,shipped
759363057906,2025-11-24,2025-11-24,2026-01-15,TXN-202511-24017600,V-006,VS256811245207,BKK-SIAM,Bangkok,shipped
903438190173,2025-11-24,2025-11-24,2026-01-15,TXN-202511-24018100,V-006,VS256811240668,BKK-SIAM,Bangkok,shipped
646224380083,2025-11-24,2025-11-24,2026-01-15,TXN-202511-24018800,V-006,VS256811240693,UDN-CTRL,Udon Thani,shipped
699809891204,2025-11-24,2025-11-24,2026-01-15,TXN-202511-24020600,V-006,VS256811241657,HKT-FEST,Phuket,shipped
982916818862,2025-11-24,2025-11-24,2026-01-15,TXN-202511-24021200,V-006,VS256811246924,CNX-MAYA,Chiang Mai,shipped
232706865654,2025-11-24,2025-11-24,2026-01-15,TXN-202511-24022584,V-006,VS256811240964,REMOTE,Bangkok,shipped
478388228988,2025-11-24,2025-11-24,2026-01-15,TXN-202511-24022805,V-006,VS256811245638,REMOTE,Bangkok,shipped
774290823805,2025-11-24,2025-11-24,2026-01-15,TXN-202511-24022890,V-006,VS256811249126,REMOTE,Bangkok,shipped
1063488922376,2025-11-24,2025-11-24,2026-01-15,TXN-202511-24023731,V-006,VS256811241846,REMOTE,Bangkok,shipped
497048063964,2025-11-24,2025-11-24,2026-01-15,TXN-202511-24026400,V-006,VS256811247292,BKK-SIAM,Bangkok,shipped
543979536655,2025-11-24,2025-11-24,2026-01-15,TXN-202511-24027153,V-006,VS256811242232,REMOTE,Bangkok,shipped
705197597625,2025-11-24,2025-11-24,2026-01-15,TXN-202511-24027600,V-006,VS256811242430,UDN-CTRL,Udon Thani,shipped
659648915044,2025-11-24,2025-11-24,2026-01-15,TXN-202511-24028400,V-006,VS256811248833,BKK-CTW,Bangkok,shipped
808283874087,2025-11-24,2025-11-24,2026-01-15,TXN-202511-24029200,V-006,VS256811246330,BKK-EMSP,Bangkok,shipped
19481344660,2025-11-25,2025-11-25,2026-01-15,TXN-202511-25000028,V-006,VS256811251747,REMOTE,Bangkok,shipped
199174559690,2025-11-25,2025-11-25,2026-01-15,TXN-202511-25000431,V-006,VS256811250685,REMOTE,Bangkok,shipped
59335819981,2025-11-25,2025-11-25,2026-01-15,TXN-202511-25001608,V-006,VS256811254421,REMOTE,Bangkok,shipped
727462596140,2025-11-25,2025-11-25,2026-01-15,TXN-202511-25001992,V-006,VS256811250698,REMOTE,Bangkok,shipped
975821594133,2025-11-25,2025-11-25,2026-01-15,TXN-202511-25002048,V-006,VS256811257086,REMOTE,Bangkok,shipped
384098555871,2025-11-25,2025-11-25,2026-01-15,TXN-202511-25004200,V-006,VS256811255997,BKK-CTW,Bangkok,shipped
720193633455,2025-11-25,2025-11-25,2026-01-15,TXN-202511-25004500,V-006,VS256811250594,HKT-FEST,Phuket,shipped
527632207566,2025-11-25,2025-11-25,2026-01-15,TXN-202511-25005000,V-006,VS256811254927,CNX-MAYA,Chiang Mai,shipped
147242045472,2025-11-25,2025-11-25,2026-01-15,TXN-202511-25007900,V-006,VS256811259767,BKK-SIAM,Bangkok,shipped
628103206134,2025-11-25,2025-11-25,2026-01-15,TXN-202511-25008300,V-006,VS256811259698,BKK-CTW,Bangkok,shipped
976097387041,2025-11-25,2025-11-25,2026-01-15,TXN-202511-25009500,V-006,VS256811256136,BKK-CTW,Bangkok,shipped
1094782543430,2025-11-25,2025-11-25,2026-01-15,TXN-202511-25009900,V-006,VS256811252113,PTY-CTRL,Chonburi,shipped
258399372698,2025-11-25,2025-11-25,2026-01-15,TXN-202511-25011800,V-006,VS256811253377,HKT-FEST,Phuket,shipped
782765587057,2025-11-25,2025-11-25,2026-01-15,TXN-202511-25013619,V-006,VS256811255085,REMOTE,Bangkok,shipped
282562394898,2025-11-25,2025-11-25,2026-01-15,TXN-202511-25013704,V-006,VS256811258168,REMOTE,Bangkok,shipped
26640417132,2025-11-25,2025-11-25,2026-01-15,TXN-202511-25013900,V-006,VS256811257758,UDN-CTRL,Udon Thani,shipped
918513714417,2025-11-25,2025-11-25,2026-01-15,TXN-202511-25014900,V-006,VS256811258648,BKK-CTW,Bangkok,shipped
829745884745,2025-11-25,2025-11-25,2026-01-15,TXN-202511-25015100,V-006,VS256811250990,HKT-FEST,Phuket,shipped
796477213645,2025-11-25,2025-11-25,2026-01-15,TXN-202511-25015400,V-006,VS256811253040,BKK-SIAM,Bangkok,shipped
895192359292,2025-11-25,2025-11-25,2026-01-15,TXN-202511-25015745,V-006,VS256811255646,REMOTE,Bangkok,shipped
922588540011,2025-11-25,2025-11-25,2026-01-15,TXN-202511-25016084,V-006,VS256811253800,REMOTE,Bangkok,shipped
173478084703,2025-11-25,2025-11-25,2026-01-15,TXN-202511-25017000,V-006,VS256811251135,BKK-CTW,Bangkok,shipped
387763133305,2025-11-25,2025-11-25,2026-01-15,TXN-202511-25017100,V-006,VS256811251327,KKC-CTRL,Khon Kaen,shipped
371812585866,2025-11-25,2025-11-25,2026-01-15,TXN-202511-25018100,V-006,VS256811257004,BKK-SIAM,Bangkok,shipped
279030308612,2025-11-25,2025-11-25,2026-01-15,TXN-202511-25018196,V-006,VS256811259256,REMOTE,Bangkok,shipped
478360405158,2025-11-25,2025-11-25,2026-01-15,TXN-202511-25018800,V-006,VS256811255059,BKK-PKT,Bangkok,shipped
872178318281,2025-11-25,2025-11-25,2026-01-15,TXN-202511-25019900,V-006,VS256811253365,BKK-SIAM,Bangkok,shipped
772708473734,2025-11-25,2025-11-25,2026-01-15,TXN-202511-25020800,V-006,VS256811251175,CNX-MAYA,Chiang Mai,shipped
957275176092,2025-11-25,2025-11-25,2026-01-15,TXN-202511-25022000,V-006,VS256811251683,BKK-SIAM,Bangkok,shipped
994331479090,2025-11-25,2025-11-25,2026-01-15,TXN-202511-25022504,V-006,VS256811258051,REMOTE,Bangkok,shipped
963791801490,2025-11-25,2025-11-25,2026-01-15,TXN-202511-25024300,V-006,VS256811250030,BKK-R9,Bangkok,shipped
122889361375,2025-11-25,2025-11-25,2026-01-15,TXN-202511-25025500,V-006,VS256811251273,BKK-PKT,Bangkok,shipped
613729598205,2025-11-25,2025-11-25,2026-01-15,TXN-202511-25026000,V-006,VS256811251469,HKT-FEST,Phuket,shipped
877346436711,2025-11-25,2025-11-25,2026-01-15,TXN-202511-25026600,V-006,VS256811257585,BKK-EMSP,Bangkok,shipped
444756461224,2025-11-25,2025-11-25,2026-01-15,TXN-202511-25026693,V-006,VS256811252725,REMOTE,Bangkok,shipped
505220251799,2025-11-25,2025-11-25,2026-01-15,TXN-202511-25027300,V-006,VS256811251964,UDN-CTRL,Udon Thani,shipped
654524228944,2025-11-25,2025-11-25,2026-01-15,TXN-202511-25029012,V-006,VS256811251642,REMOTE,Bangkok,shipped
905667844040,2025-11-25,2025-11-25,2026-01-15,TXN-202511-25029561,V-006,VS256811254390,REMOTE,Bangkok,shipped
675366975510,2025-11-26,2025-11-26,2026-01-15,TXN-202511-26001600,V-006,VS256811263290,BKK-EMSP,Bangkok,shipped
937227184538,2025-11-26,2025-11-26,2026-01-15,TXN-202511-26002700,V-006,VS256811260287,UDN-CTRL,Udon Thani,shipped
634502786537,2025-11-26,2025-11-26,2026-01-15,TXN-202511-26002750,V-006,VS256811261672,REMOTE,Bangkok,shipped
446309503485,2025-11-26,2025-11-26,2026-01-15,TXN-202511-26003900,V-006,VS256811267456,BKK-PKT,Bangkok,shipped
364032697399,2025-11-26,2025-11-26,2026-01-15,TXN-202511-26004070,V-006,VS256811267221,REMOTE,Bangkok,shipped
571603292387,2025-11-26,2025-11-26,2026-01-15,TXN-202511-26005000,V-006,VS256811264504,PTY-CTRL,Chonburi,shipped
818963934591,2025-11-26,2025-11-26,2026-01-15,TXN-202511-26007461,V-006,VS256811260534,REMOTE,Bangkok,shipped
871104877757,2025-11-26,2025-11-26,2026-01-15,TXN-202511-26007878,V-006,VS256811266238,REMOTE,Bangkok,shipped
574413446895,2025-11-26,2025-11-26,2026-01-15,TXN-202511-26008500,V-006,VS256811269176,BKK-CTW,Bangkok,shipped
974332172897,2025-11-26,2025-11-26,2026-01-15,TXN-202511-26008612,V-006,VS256811268786,REMOTE,Bangkok,shipped
921951877138,2025-11-26,2025-11-26,2026-01-15,TXN-202511-26008643,V-006,VS256811265976,REMOTE,Bangkok,shipped
706477488468,2025-11-26,2025-11-26,2026-01-15,TXN-202511-26009303,V-006,VS256811265736,REMOTE,Bangkok,shipped
367193046575,2025-11-26,2025-11-26,2026-01-15,TXN-202511-26009700,V-006,VS256811268151,BKK-EMSP,Bangkok,shipped
744406310461,2025-11-26,2025-11-26,2026-01-15,TXN-202511-26011046,V-006,VS256811264221,REMOTE,Bangkok,shipped
420598454842,2025-11-26,2025-11-26,2026-01-15,TXN-202511-26011500,V-006,VS256811265239,BKK-PKT,Bangkok,shipped
151123464257,2025-11-26,2025-11-26,2026-01-15,TXN-202511-26011700,V-006,VS256811263842,CNX-MAYA,Chiang Mai,shipped
601734637980,2025-11-26,2025-11-26,2026-01-15,TXN-202511-26011999,V-006,VS256811260350,REMOTE,Bangkok,shipped
375711688730,2025-11-26,2025-11-26,2026-01-15,TXN-202511-26014055,V-006,VS256811261258,REMOTE,Bangkok,shipped
20430185758,2025-11-26,2025-11-26,2026-01-15,TXN-202511-26014100,V-006,VS256811269343,KKC-CTRL,Khon Kaen,shipped
746558166915,2025-11-26,2025-11-26,2026-01-15,TXN-202511-26015200,V-006,VS256811262839,BKK-R9,Bangkok,shipped
587792579436,2025-11-26,2025-11-26,2026-01-15,TXN-202511-26015700,V-006,VS256811269763,BKK-PKT,Bangkok,shipped
571099809864,2025-11-26,2025-11-26,2026-01-15,TXN-202511-26015800,V-006,VS256811261784,BKK-CTW,Bangkok,shipped
65035393770,2025-11-26,2025-11-26,2026-01-15,TXN-202511-26016700,V-006,VS256811266865,BKK-EMSP,Bangkok,shipped
248214046447,2025-11-26,2025-11-26,2026-01-15,TXN-202511-26017400,V-006,VS256811264518,PTY-CTRL,Chonburi,shipped
591208502268,2025-11-26,2025-11-26,2026-01-15,TXN-202511-26018400,V-006,VS256811263975,BKK-SIAM,Bangkok,shipped
139776035596,2025-11-26,2025-11-26,2026-01-15,TXN-202511-26020500,V-006,VS256811267370,BKK-CTW,Bangkok,shipped
839693479332,2025-11-26,2025-11-26,2026-01-15,TXN-202511-26021300,V-006,VS256811266696,BKK-PKT,Bangkok,shipped
459240447587,2025-11-26,2025-11-26,2026-01-15,TXN-202511-26021850,V-006,VS256811261499,REMOTE,Bangkok,shipped
808627592735,2025-11-26,2025-11-26,2026-01-15,TXN-202511-26022600,V-006,VS256811269532,UDN-CTRL,Udon Thani,shipped
453060829382,2025-11-26,2025-11-26,2026-01-15,TXN-202511-26022700,V-006,VS256811261451,BKK-EMSP,Bangkok,shipped
700038121064,2025-11-26,2025-11-26,2026-01-15,TXN-202511-26023663,V-006,VS256811261706,REMOTE,Bangkok,shipped
1081585727347,2025-11-26,2025-11-26,2026-01-15,TXN-202511-26025900,V-006,VS256811268147,HKT-FEST,Phuket,shipped
751634036073,2025-11-26,2025-11-26,2026-01-15,TXN-202511-26028100,V-006,VS256811268776,BKK-CTW,Bangkok,shipped
201674054045,2025-11-26,2025-11-26,2026-01-15,TXN-202511-26028420,V-006,VS256811268222,REMOTE,Bangkok,shipped
354599311604,2025-11-26,2025-11-26,2026-01-15,TXN-202511-26029000,V-006,VS256811263757,BKK-SIAM,Bangkok,shipped
742898865744,2025-11-26,2025-11-26,2026-01-15,TXN-202511-26029500,V-006,VS256811264790,BKK-SIAM,Bangkok,shipped
299906684286,2025-11-27,2025-11-27,2026-01-15,TXN-202511-27002000,V-006,VS256811275315,BKK-SIAM,Bangkok,shipped
756146754954,2025-11-27,2025-11-27,2026-01-15,TXN-202511-27002400,V-006,VS256811278056,PTY-CTRL,Chonburi,shipped
929515516332,2025-11-27,2025-11-27,2026-01-15,TXN-202511-27002545,V-006,VS256811278398,REMOTE,Bangkok,shipped
