txn_id,business_event_date,posting_date,effective_date,as_of_date,branch_code,customer_id,employee_id,channel,basket_total_thb,discount_total_thb,net_total_thb,shipping_charge_thb,shipping_method,promo_campaign_id,payment_method,payment_status,payment_due_date,payment_received_date,settlement_bank_txn_id,web_log_line_id,schema_version,is_b2b,retry_idempotency_marker
TXN-202507-11020806,2025-07-11,2025-07-11,,2026-01-15,PTY-CTRL,,,offline,18900.00,0.00,18900.00,0.00,standard,,mobile_wallet,paid,,,,,2,false,
TXN-202507-11021291,2025-07-11,2025-07-11,,2026-01-15,BKK-SIAM,,,offline,55900.00,0.00,55900.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202507-11021299,2025-07-11,2025-07-11,,2026-01-15,BKK-EMSP,,,offline,24900.00,0.00,24900.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202507-11021452,2025-07-11,2025-07-11,,2026-01-15,BKK-SIAM,,,offline,8500.00,0.00,8500.00,0.00,standard,,debit_card,paid,,,,,2,false,
TXN-202507-11021466,2025-07-11,2025-07-11,,2026-01-15,BKK-R9,,,offline,55900.00,0.00,55900.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202507-11021631,2025-07-11,2025-07-11,,2026-01-15,BKK-R9,,,offline,24900.00,0.00,24900.00,0.00,standard,,mobile_wallet,paid,,,,,2,false,
TXN-202507-11021978,2025-07-11,2025-07-11,,2026-01-15,BKK-EMSP,,,offline,6900.00,0.00,6900.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202507-11022092,2025-07-11,2025-07-11,,2026-01-15,CNX-MAYA,,,offline,6900.00,0.00,6900.00,0.00,standard,,mobile_wallet,paid,,,,,2,false,
TXN-202507-11022165,2025-07-11,2025-07-11,,2026-01-15,BKK-R9,,,offline,37800.00,0.00,37800.00,0.00,standard,,mobile_wallet,paid,,,,,2,false,
TXN-202507-11022375,2025-07-11,2025-07-11,,2026-01-15,BKK-SIAM,,,offline,5900.00,0.00,5900.00,0.00,standard,,debit_card,paid,,,,,2,false,
TXN-202507-11022500,2025-07-11,2025-07-11,,2026-01-15,BKK-EMSP,CUST-L3-B2B-022500,,offline,233800.00,0.00,233800.00,0.00,standard,,bank_transfer,paid,2025-08-10,2025-08-10,BT-202508-30882942669,,2,true,
TXN-202507-11023031,2025-07-11,2025-07-11,,2026-01-15,BKK-R9,,,offline,29900.00,0.00,29900.00,0.00,standard,,debit_card,paid,,,,,2,false,
TXN-202507-11023212,2025-07-11,2025-07-11,,2026-01-15,BKK-PKT,,,offline,4900.00,0.00,4900.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202507-11023409,2025-07-11,2025-07-11,,2026-01-15,REMOTE,,,online,27400.00,0.00,27400.00,0.00,express,,credit_card,paid,,,,web_20250711.jsonl:line78,2,false,
TXN-202507-11023541,2025-07-11,2025-07-11,,2026-01-15,PTY-CTRL,,,offline,18900.00,0.00,18900.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202507-11023598,2025-07-11,2025-07-11,,2026-01-15,PTY-CTRL,,,offline,29900.00,0.00,29900.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202507-11023628,2025-07-11,2025-07-11,,2026-01-15,REMOTE,,,online,74600.00,0.00,74600.00,0.00,express,,credit_card,paid,,,,web_20250711.jsonl:line84,2,false,
TXN-202507-11023930,2025-07-11,2025-07-11,,2026-01-15,BKK-SIAM,,,offline,18900.00,0.00,18900.00,0.00,standard,,debit_card,paid,,,,,2,false,
TXN-202507-11024150,2025-07-11,2025-07-11,,2026-01-15,BKK-SIAM,,,offline,36800.00,0.00,36800.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202507-11024286,2025-07-11,2025-07-11,,2026-01-15,HKT-FEST,,,offline,8500.00,0.00,8500.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202507-11024325,2025-07-11,2025-07-11,,2026-01-15,REMOTE,,,online,18900.00,0.00,18900.00,0.00,express,,credit_card,paid,,,,web_20250711.jsonl:line90,2,false,
TXN-202507-11024569,2025-07-11,2025-07-11,,2026-01-15,BKK-R9,,,offline,55900.00,0.00,55900.00,0.00,standard,,mobile_wallet,paid,,,,,2,false,
TXN-202507-11024577,2025-07-11,2025-07-11,,2026-01-15,BKK-EMSP,,,offline,55900.00,0.00,55900.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202507-11024689,2025-07-11,2025-07-11,,2026-01-15,BKK-EMSP,,,offline,84900.00,0.00,84900.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202507-11024896,2025-07-11,2025-07-11,,2026-01-15,BKK-PKT,,,offline,84900.00,0.00,84900.00,0.00,standard,,mobile_wallet,paid,,,,,2,false,
TXN-202507-11024988,2025-07-11,2025-07-11,,2026-01-15,BKK-SIAM,,,offline,6900.00,0.00,6900.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202507-11025000,2025-07-11,2025-07-11,,2026-01-15,BKK-PKT,CUST-L3-B2B-025000,,offline,272600.00,0.00,272600.00,0.00,standard,,bank_transfer,paid,2025-09-09,2025-09-09,BT-202509-850470454080,,2,true,
TXN-202507-11025209,2025-07-11,2025-07-11,,2026-01-15,BKK-CTW,,,offline,29900.00,0.00,29900.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202507-11025240,2025-07-11,2025-07-11,,2026-01-15,BKK-EMSP,,,offline,38700.00,0.00,38700.00,0.00,standard,,mobile_wallet,paid,,,,,2,false,
TXN-202507-11025312,2025-07-11,2025-07-11,,2026-01-15,BKK-EMSP,,,offline,18900.00,0.00,18900.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202507-11025357,2025-07-11,2025-07-11,,2026-01-15,BKK-R9,,,offline,34800.00,0.00,34800.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202507-11025605,2025-07-11,2025-07-11,,2026-01-15,BKK-R9,,,offline,29900.00,0.00,29900.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202507-11025764,2025-07-11,2025-07-11,,2026-01-15,CNX-MAYA,,,offline,29900.00,0.00,29900.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202507-11025807,2025-07-11,2025-07-11,,2026-01-15,REMOTE,,,online,29900.00,0.00,29900.00,0.00,express,,credit_card,paid,,,,web_20250711.jsonl:line96,2,false,
TXN-202507-11026027,2025-07-11,2025-07-11,,2026-01-15,PTY-CTRL,,,offline,21400.00,0.00,21400.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202507-11026127,2025-07-11,2025-07-11,,2026-01-15,UDN-CTRL,,,offline,18900.00,0.00,18900.00,0.00,standard,,mobile_wallet,paid,,,,,2,false,
TXN-202507-11026678,2025-07-11,2025-07-11,,2026-01-15,BKK-CTW,,,offline,17000.00,0.00,17000.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202507-11026796,2025-07-11,2025-07-11,,2026-01-15,BKK-PKT,,,offline,31800.00,0.00,31800.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202507-11026953,2025-07-11,2025-07-11,,2026-01-15,BKK-PKT,,,offline,29900.00,0.00,29900.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202507-11027226,2025-07-11,2025-07-11,,2026-01-15,UDN-CTRL,,,offline,11800.00,0.00,11800.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202507-11027280,2025-07-11,2025-07-11,,2026-01-15,KKC-CTRL,,,offline,4900.00,0.00,4900.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202507-11027371,2025-07-11,2025-07-11,,2026-01-15,HKT-FEST,,,offline,85000.00,0.00,85000.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202507-11027500,2025-07-11,2025-07-11,,2026-01-15,BKK-SIAM,CUST-L3-B2B-027500,,offline,328400.00,0.00,328400.00,0.00,standard,,bank_transfer,paid,2025-08-10,2025-08-10,BT-202508-670712752790,,2,true,
TXN-202507-11027728,2025-07-11,2025-07-11,,2026-01-15,BKK-SIAM,,,offline,25800.00,0.00,25800.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202507-11027796,2025-07-11,2025-07-11,,2026-01-15,BKK-CTW,,,offline,178300.00,0.00,178300.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202507-11027894,2025-07-11,2025-07-11,,2026-01-15,BKK-R9,,,offline,31800.00,0.00,31800.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202507-11028238,2025-07-11,2025-07-11,,2026-01-15,BKK-PKT,,,offline,55900.00,0.00,55900.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202507-11028402,2025-07-11,2025-07-11,,2026-01-15,BKK-EMSP,,,offline,12900.00,0.00,12900.00,0.00,standard,,mobile_wallet,paid,,,,,2,false,
TXN-202507-11028472,2025-07-11,2025-07-11,,2026-01-15,BKK-R9,,,offline,15400.00,0.00,15400.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202507-11028867,2025-07-11,2025-07-11,,2026-01-15,CNX-MAYA,,,offline,24900.00,0.00,24900.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202507-11029015,2025-07-11,2025-07-11,,2026-01-15,BKK-EMSP,,,offline,10800.00,0.00,10800.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202507-11029600,2025-07-11,2025-07-11,,2026-01-15,BKK-EMSP,CUST-L3-B2B-029600,,offline,46900.00,0.00,46900.00,0.00,standard,,bank_transfer,paid,2025-09-09,2025-09-09,BT-202509-1049268826576,,2,true,
TXN-202507-11029975,2025-07-11,2025-07-11,,2026-01-15,REMOTE,,,online,18900.00,0.00,18900.00,0.00,express,,credit_card,paid,,,,web_20250711.jsonl:line102,2,false,
TXN-202507-11030000,2025-07-11,2025-07-11,,2026-01-15,BKK-SIAM,CUST-L3-B2B-030000,,offline,370100.00,0.00,370100.00,0.00,standard,,bank_transfer,paid,2025-09-09,2025-09-09,BT-202509-895496861689,,2,true,
TXN-CL-E5-26492229,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000064,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-23164658,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000168,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-133925824,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000023,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-225238145,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000128,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-259313072,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000030,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-179765933,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000144,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-228636607,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000091,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-8544976,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000055,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-156781372,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000020,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-222031500,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000035,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-234626740,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000194,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-252168335,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000010,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-44775725,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000144,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-102063988,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000083,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-34746276,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000022,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-88087673,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000119,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-203419598,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000122,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-141429404,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000049,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-171543903,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000026,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-74834497,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000029,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-183016020,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000111,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-163581533,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000115,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-178224393,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000036,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-222505545,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000149,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-223948882,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000195,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-207189223,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000103,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-213804830,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000193,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-93724531,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000140,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-38616195,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000030,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-181534216,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000023,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-54413698,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000135,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-41311112,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000060,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-51379649,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000001,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-172347806,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000017,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-12425339,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000143,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-8249700,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000141,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-54600306,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000027,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-250092275,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000152,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-101434860,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000168,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-30633238,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000016,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-14802089,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000141,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-17631042,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000096,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-1167815,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000002,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-246746572,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000191,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-0570455,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000149,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-260921187,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000124,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-13432449,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000095,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-160418985,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000091,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-189362609,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000171,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-128533006,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000175,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-228865984,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000046,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-12722437,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000024,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-49536923,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000196,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-152225435,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000026,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-29063049,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000102,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-77753134,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000097,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-41172464,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000131,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-196432114,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000134,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-116181987,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000137,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-138826762,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000036,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-235791997,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000177,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-126446072,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000191,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-131634598,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000153,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-95637118,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000144,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-56043042,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000001,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-223652960,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000006,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-209467629,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000079,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-110230321,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000157,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-77078346,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000041,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-145339043,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000055,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-144642439,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000131,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-144035206,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000034,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-235372476,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000141,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-236064668,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000037,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-252595519,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000179,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-71209504,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000111,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
TXN-CL-E5-193986672,2025-07-11,2025-07-11,,2026-01-15,REMOTE,CUST-L3-000010,EMP-L3-00011,online,38900.00,1945.00,36955.00,0.00,standard,SF-LAUNCH-2568,credit_card,pending,,,,,2,false,
