cs_interaction_id,business_event_date,posting_date,effective_date,as_of_date,customer_id,employee_id,branch_code,channel,interaction_type,resolution_type,related_refund_id,related_warranty_claim_id,chat_session_id
CSI-202506-2344610,2025-06-03,2025-06-03,,2026-01-15,CUST-L3-012592,EMP-L3-00061,BKK-R9,in_person,refund_request,resolved,RFD-202506-03012592,,
CSI-202506-12334637,2025-06-03,2025-06-03,,2026-01-15,CUST-L3-013367,EMP-L3-00067,BKK-R9,in_person,warranty_claim,open,,WC-202506-03013367,
CSI-202506-4123318,2025-06-03,2025-06-03,,2026-01-15,CUST-L3-014729,EMP-L3-00073,BKK-R9,in_person,warranty_claim,open,,WC-202506-03014729,
CSI-202506-3830420,2025-06-03,2025-06-03,,2026-01-15,CUST-L3-016587,EMP-L3-00079,BKK-R9,in_person,refund_request,resolved,RFD-202506-03016587,,
CSI-202506-12297969,2025-06-03,2025-06-03,,2026-01-15,CUST-L3-017087,EMP-L3-00085,BKK-R9,in_person,refund_request,resolved,RFD-202506-03017087,,
CSI-202506-14668474,2025-06-03,2025-06-03,,2026-01-15,CUST-L3-018012,EMP-L3-00091,BKK-R9,in_person,refund_request,resolved,RFD-202506-03018012,,
CSI-202506-5004927,2025-06-03,2025-06-03,,2026-01-15,CUST-L3-018223,EMP-L3-00097,BKK-R9,in_person,warranty_claim,open,,WC-202506-03018223,
CSI-202506-8090685,2025-06-03,2025-06-03,,2026-01-15,CUST-L3-019179,EMP-L3-00103,BKK-R9,in_person,refund_request,resolved,RFD-202506-03019179,,
CSI-202506-15816686,2025-06-03,2025-06-03,,2026-01-15,CUST-L3-021405,EMP-L3-00109,BKK-R9,in_person,warranty_claim,open,,WC-202506-03021405,
CSI-202506-13149175,2025-06-03,2025-06-03,,2026-01-15,CUST-L3-025223,EMP-L3-00115,BKK-R9,in_person,refund_request,resolved,RFD-202506-03025223,,
CSI-202506-16319767,2025-06-03,2025-06-03,,2026-01-15,CUST-L3-025555,EMP-L3-00121,BKK-R9,in_person,warranty_claim,open,,WC-202506-03025555,
CSI-202506-8750323,2025-06-03,2025-06-03,,2026-01-15,CUST-L3-028148,EMP-L3-00127,BKK-R9,in_person,warranty_claim,open,,WC-202506-03028148,
CSI-202506-8513600,2025-06-04,2025-06-04,,2026-01-15,CUST-L3-003376,EMP-L3-00010,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-06-04-3f79fc
CSI-202506-14795777,2025-06-04,2025-06-04,,2026-01-15,CUST-L3-003961,EMP-L3-00019,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-06-04-89a4c7
CSI-202506-11149838,2025-06-04,2025-06-04,,2026-01-15,CUST-L3-004078,EMP-L3-00025,BKK-R9,in_person,refund_request,resolved,RFD-202506-04004078,,
CSI-202506-16269067,2025-06-04,2025-06-04,,2026-01-15,CUST-L3-004191,EMP-L3-00031,BKK-R9,in_person,refund_request,resolved,RFD-202506-04004191,,
CSI-202506-6822997,2025-06-04,2025-06-04,,2026-01-15,CUST-L3-004191,EMP-L3-00037,BKK-R9,in_person,warranty_claim,open,,WC-202506-04004191,
CSI-202506-11475934,2025-06-04,2025-06-04,,2026-01-15,CUST-L3-008550,EMP-L3-00043,BKK-R9,in_person,refund_request,resolved,RFD-202506-04008550,,
CSI-202506-4249312,2025-06-04,2025-06-04,,2026-01-15,CUST-L3-009965,EMP-L3-00049,BKK-R9,in_person,refund_request,resolved,RFD-202506-04009965,,
CSI-202506-16169903,2025-06-04,2025-06-04,,2026-01-15,CUST-L3-010297,EMP-L3-00055,BKK-R9,in_person,refund_request,resolved,RFD-202506-04010297,,
CSI-202506-9037970,2025-06-04,2025-06-04,,2026-01-15,CUST-L3-011194,EMP-L3-00061,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-06-04-dc9838
CSI-202506-5066305,2025-06-04,2025-06-04,,2026-01-15,CUST-L3-012583,EMP-L3-00067,BKK-R9,in_person,refund_request,resolved,RFD-202506-04012583,,
CSI-202506-16169182,2025-06-04,2025-06-04,,2026-01-15,CUST-L3-013929,EMP-L3-00073,BKK-R9,in_person,refund_request,resolved,RFD-202506-04013929,,
CSI-202506-11507220,2025-06-04,2025-06-04,,2026-01-15,CUST-L3-014101,EMP-L3-00079,BKK-R9,in_person,warranty_claim,open,,WC-202506-04014101,
CSI-202506-7376967,2025-06-04,2025-06-04,,2026-01-15,CUST-L3-015019,EMP-L3-00085,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-06-04-de99b4
CSI-202506-13775082,2025-06-04,2025-06-04,,2026-01-15,CUST-L3-016607,EMP-L3-00091,BKK-R9,in_person,warranty_claim,open,,WC-202506-04016607,
CSI-202506-10453947,2025-06-04,2025-06-04,,2026-01-15,CUST-L3-017611,EMP-L3-00097,BKK-R9,in_person,refund_request,resolved,RFD-202506-04017611,,
CSI-202506-000579,2025-06-04,2025-06-04,,2026-01-15,CUST-L3-018051,EMP-L3-00103,BKK-R9,in_person,refund_request,resolved,RFD-202506-04018051,,
CSI-202506-14222195,2025-06-04,2025-06-04,,2026-01-15,CUST-L3-018562,EMP-L3-00109,BKK-R9,in_person,warranty_claim,open,,WC-202506-04018562,
CSI-202506-3928072,2025-06-04,2025-06-04,,2026-01-15,CUST-L3-019377,EMP-L3-00115,BKK-R9,in_person,refund_request,resolved,RFD-202506-04019377,,
CSI-202506-165704,2025-06-04,2025-06-04,,2026-01-15,CUST-L3-024136,EMP-L3-00121,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-06-04-60b4c4
CSI-202506-10050336,2025-06-05,2025-06-05,,2026-01-15,CUST-L3-001328,EMP-L3-00010,BKK-R9,in_person,refund_request,resolved,RFD-202506-05001328,,
CSI-202506-4411204,2025-06-05,2025-06-05,,2026-01-15,CUST-L3-001820,EMP-L3-00019,BKK-R9,in_person,refund_request,resolved,RFD-202506-05001820,,
CSI-202506-16062908,2025-06-05,2025-06-05,,2026-01-15,CUST-L3-006809,EMP-L3-00025,BKK-R9,in_person,refund_request,resolved,RFD-202506-05006809,,
CSI-202506-10661643,2025-06-05,2025-06-05,,2026-01-15,CUST-L3-010525,EMP-L3-00031,BKK-R9,in_person,warranty_claim,open,,WC-202506-05010525,
CSI-202506-9511179,2025-06-05,2025-06-05,,2026-01-15,CUST-L3-010602,EMP-L3-00037,BKK-R9,in_person,refund_request,resolved,RFD-202506-05010602,,
CSI-202506-14260424,2025-06-05,2025-06-05,,2026-01-15,CUST-L3-010647,EMP-L3-00043,BKK-R9,in_person,refund_request,resolved,RFD-202506-05010647,,
CSI-202506-2671678,2025-06-05,2025-06-05,,2026-01-15,CUST-L3-011648,EMP-L3-00049,BKK-R9,in_person,refund_request,resolved,RFD-202506-05011648,,
CSI-202506-15276621,2025-06-05,2025-06-05,,2026-01-15,CUST-L3-011851,EMP-L3-00055,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-06-05-00a1d1
CSI-202506-12305096,2025-06-05,2025-06-05,,2026-01-15,CUST-L3-013985,EMP-L3-00061,BKK-R9,in_person,warranty_claim,open,,WC-202506-05013985,
CSI-202506-13614843,2025-06-05,2025-06-05,,2026-01-15,CUST-L3-015009,EMP-L3-00067,BKK-R9,in_person,refund_request,resolved,RFD-202506-05015009,,
CSI-202506-15436727,2025-06-05,2025-06-05,,2026-01-15,CUST-L3-018446,EMP-L3-00073,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-06-05-cc2be4
CSI-202506-4646564,2025-06-05,2025-06-05,,2026-01-15,CUST-L3-020734,EMP-L3-00079,BKK-R9,in_person,refund_request,resolved,RFD-202506-05020734,,
CSI-202506-7749999,2025-06-05,2025-06-05,,2026-01-15,CUST-L3-021008,EMP-L3-00085,BKK-R9,in_person,refund_request,resolved,RFD-202506-05021008,,
CSI-202506-5562996,2025-06-05,2025-06-05,,2026-01-15,CUST-L3-021008,EMP-L3-00091,BKK-R9,in_person,warranty_claim,open,,WC-202506-05021008,
CSI-202506-4218983,2025-06-05,2025-06-05,,2026-01-15,CUST-L3-022144,EMP-L3-00097,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-06-05-d62bab
CSI-202506-3969513,2025-06-05,2025-06-05,,2026-01-15,CUST-L3-022521,EMP-L3-00103,BKK-R9,in_person,refund_request,resolved,RFD-202506-05022521,,
CSI-202506-15051794,2025-06-05,2025-06-05,,2026-01-15,CUST-L3-022598,EMP-L3-00109,BKK-R9,in_person,refund_request,resolved,RFD-202506-05022598,,
CSI-202506-5555626,2025-06-05,2025-06-05,,2026-01-15,CUST-L3-023361,EMP-L3-00115,BKK-R9,in_person,refund_request,resolved,RFD-202506-05023361,,
CSI-202506-9743052,2025-06-05,2025-06-05,,2026-01-15,CUST-L3-023552,EMP-L3-00121,BKK-R9,in_person,refund_request,resolved,RFD-202506-05023552,,
CSI-202506-6600009,2025-06-06,2025-06-06,,2026-01-15,CUST-L3-000860,EMP-L3-00010,BKK-R9,in_person,refund_request,resolved,RFD-202506-06000860,,
CSI-202506-5274949,2025-06-06,2025-06-06,,2026-01-15,CUST-L3-000977,EMP-L3-00019,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-06-06-4ace10
CSI-202506-6215774,2025-06-06,2025-06-06,,2026-01-15,CUST-L3-004907,EMP-L3-00025,BKK-R9,in_person,refund_request,resolved,RFD-202506-06004907,,
CSI-202506-2250897,2025-06-06,2025-06-06,,2026-01-15,CUST-L3-005839,EMP-L3-00031,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-06-06-f069c8
CSI-202506-14321165,2025-06-06,2025-06-06,,2026-01-15,CUST-L3-006593,EMP-L3-00037,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-06-06-ec462b
CSI-202506-10570416,2025-06-06,2025-06-06,,2026-01-15,CUST-L3-006610,EMP-L3-00043,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-06-06-d72da1
CSI-202506-847535,2025-06-06,2025-06-06,,2026-01-15,CUST-L3-009438,EMP-L3-00049,BKK-R9,in_person,refund_request,resolved,RFD-202506-06009438,,
CSI-202506-13643592,2025-06-06,2025-06-06,,2026-01-15,CUST-L3-010594,EMP-L3-00055,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-06-06-45bd59
CSI-202506-2861252,2025-06-06,2025-06-06,,2026-01-15,CUST-L3-010958,EMP-L3-00061,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-06-06-f60416
CSI-202506-7108615,2025-06-06,2025-06-06,,2026-01-15,CUST-L3-011449,EMP-L3-00067,BKK-R9,in_person,refund_request,resolved,RFD-202506-06011449,,
CSI-202506-16500119,2025-06-06,2025-06-06,,2026-01-15,CUST-L3-012988,EMP-L3-00073,BKK-R9,in_person,refund_request,resolved,RFD-202506-06012988,,
CSI-202506-16023219,2025-06-06,2025-06-06,,2026-01-15,CUST-L3-014006,EMP-L3-00079,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-06-06-df98f4
CSI-202506-6572668,2025-06-06,2025-06-06,,2026-01-15,CUST-L3-015786,EMP-L3-00085,BKK-R9,in_person,refund_request,resolved,RFD-202506-06015786,,
CSI-202506-5939422,2025-06-06,2025-06-06,,2026-01-15,CUST-L3-017188,EMP-L3-00091,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-06-06-ada4ab
CSI-202506-13731380,2025-06-06,2025-06-06,,2026-01-15,CUST-L3-018594,EMP-L3-00097,BKK-R9,in_person,warranty_claim,open,,WC-202506-06018594,
CSI-202506-3765427,2025-06-06,2025-06-06,,2026-01-15,CUST-L3-020114,EMP-L3-00103,BKK-R9,in_person,warranty_claim,open,,WC-202506-06020114,
CSI-202506-8185486,2025-06-06,2025-06-06,,2026-01-15,CUST-L3-020114,EMP-L3-00109,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-06-06-2740be
CSI-202506-5727100,2025-06-06,2025-06-06,,2026-01-15,CUST-L3-022582,EMP-L3-00115,BKK-R9,in_person,warranty_claim,open,,WC-202506-06022582,
CSI-202506-684656,2025-06-06,2025-06-06,,2026-01-15,CUST-L3-025708,EMP-L3-00121,BKK-R9,in_person,warranty_claim,open,,WC-202506-06025708,
CSI-202506-4921511,2025-06-06,2025-06-06,,2026-01-15,CUST-L3-026112,EMP-L3-00127,BKK-R9,in_person,refund_request,resolved,RFD-202506-06026112,,
CSI-202506-12586375,2025-06-06,2025-06-06,,2026-01-15,CUST-L3-028678,EMP-L3-00133,BKK-R9,in_person,warranty_claim,open,,WC-202506-06028678,
CSI-202506-14163077,2025-06-06,2025-06-06,,2026-01-15,CUST-L3-029574,EMP-L3-00139,BKK-R9,in_person,refund_request,resolved,RFD-202506-06029574,,
CSI-202506-13885228,2025-06-07,2025-06-07,,2026-01-15,CUST-L3-000431,EMP-L3-00010,BKK-R9,in_person,warranty_claim,open,,WC-202506-07000431,
CSI-202506-10436552,2025-06-07,2025-06-07,,2026-01-15,CUST-L3-002230,EMP-L3-00019,BKK-R9,in_person,refund_request,resolved,RFD-202506-07002230,,
CSI-202506-1197108,2025-06-07,2025-06-07,,2026-01-15,CUST-L3-003811,EMP-L3-00025,BKK-R9,in_person,refund_request,resolved,RFD-202506-07003811,,
CSI-202506-13939932,2025-06-07,2025-06-07,,2026-01-15,CUST-L3-004201,EMP-L3-00031,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-06-07-8a1353
CSI-202506-15614458,2025-06-07,2025-06-07,,2026-01-15,CUST-L3-005090,EMP-L3-00037,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-06-07-70120f
CSI-202506-5131747,2025-06-07,2025-06-07,,2026-01-15,CUST-L3-007265,EMP-L3-00043,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-06-07-fae842
CSI-202506-6427971,2025-06-07,2025-06-07,,2026-01-15,CUST-L3-012958,EMP-L3-00049,BKK-R9,in_person,refund_request,resolved,RFD-202506-07012958,,
CSI-202506-16716247,2025-06-07,2025-06-07,,2026-01-15,CUST-L3-013069,EMP-L3-00055,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-06-07-15716b
CSI-202506-10383842,2025-06-07,2025-06-07,,2026-01-15,CUST-L3-019935,EMP-L3-00061,BKK-R9,in_person,warranty_claim,open,,WC-202506-07019935,
CSI-202506-6139926,2025-06-07,2025-06-07,,2026-01-15,CUST-L3-023558,EMP-L3-00067,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-06-07-cd520b
CSI-202506-3964246,2025-06-07,2025-06-07,,2026-01-15,CUST-L3-024793,EMP-L3-00073,BKK-R9,in_person,warranty_claim,open,,WC-202506-07024793,
CSI-202506-992787,2025-06-07,2025-06-07,,2026-01-15,CUST-L3-026312,EMP-L3-00079,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-06-07-e2d486
CSI-202506-5796711,2025-06-08,2025-06-08,,2026-01-15,CUST-L3-004272,EMP-L3-00010,BKK-R9,in_person,warranty_claim,open,,WC-202506-08004272,
CSI-202506-10077789,2025-06-08,2025-06-08,,2026-01-15,CUST-L3-004906,EMP-L3-00019,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-06-08-de04b8
CSI-202506-5208409,2025-06-08,2025-06-08,,2026-01-15,CUST-L3-005619,EMP-L3-00025,BKK-R9,in_person,refund_request,resolved,RFD-202506-08005619,,
CSI-202506-4903421,2025-06-08,2025-06-08,,2026-01-15,CUST-L3-006995,EMP-L3-00031,BKK-R9,in_person,refund_request,resolved,RFD-202506-08006995,,
CSI-202506-12155496,2025-06-08,2025-06-08,,2026-01-15,CUST-L3-009752,EMP-L3-00037,BKK-R9,in_person,warranty_claim,open,,WC-202506-08009752,
CSI-202506-3247426,2025-06-08,2025-06-08,,2026-01-15,CUST-L3-010002,EMP-L3-00043,BKK-R9,in_person,warranty_claim,open,,WC-202506-08010002,
CSI-202506-16074149,2025-06-08,2025-06-08,,2026-01-15,CUST-L3-010609,EMP-L3-00049,BKK-R9,in_person,refund_request,resolved,RFD-202506-08010609,,
CSI-202506-10348349,2025-06-08,2025-06-08,,2026-01-15,CUST-L3-014793,EMP-L3-00055,BKK-R9,in_person,refund_request,resolved,RFD-202506-08014793,,
CSI-202506-4290679,2025-06-08,2025-06-08,,2026-01-15,CUST-L3-015931,EMP-L3-00061,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-06-08-d03393
CSI-202506-16394052,2025-06-08,2025-06-08,,2026-01-15,CUST-L3-018091,EMP-L3-00067,BKK-R9,in_person,warranty_claim,open,,WC-202506-08018091,
CSI-202506-16422349,2025-06-08,2025-06-08,,2026-01-15,CUST-L3-018091,EMP-L3-00073,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-06-08-8bfd8b
CSI-202506-16234636,2025-06-08,2025-06-08,,2026-01-15,CUST-L3-018284,EMP-L3-00079,BKK-R9,in_person,warranty_claim,open,,WC-202506-08018284,
CSI-202506-4426658,2025-06-08,2025-06-08,,2026-01-15,CUST-L3-019283,EMP-L3-00085,BKK-R9,in_person,refund_request,resolved,RFD-202506-08019283,,
CSI-202506-10675968,2025-06-08,2025-06-08,,2026-01-15,CUST-L3-020707,EMP-L3-00091,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-06-08-99985b
CSI-202506-13969046,2025-06-08,2025-06-08,,2026-01-15,CUST-L3-021090,EMP-L3-00097,BKK-R9,in_person,warranty_claim,open,,WC-202506-08021090,
CSI-202506-9973706,2025-06-08,2025-06-08,,2026-01-15,CUST-L3-023424,EMP-L3-00103,BKK-R9,in_person,refund_request,resolved,RFD-202506-08023424,,
CSI-202506-10668662,2025-06-08,2025-06-08,,2026-01-15,CUST-L3-029412,EMP-L3-00109,BKK-R9,in_person,warranty_claim,open,,WC-202506-08029412,
CSI-202506-13456592,2025-06-09,2025-06-09,,2026-01-15,CUST-L3-000769,EMP-L3-00010,BKK-R9,in_person,refund_request,resolved,RFD-202506-09000769,,
CSI-202506-5327135,2025-06-09,2025-06-09,,2026-01-15,CUST-L3-001576,EMP-L3-00019,BKK-R9,in_person,warranty_claim,open,,WC-202506-09001576,
CSI-202506-7667354,2025-06-09,2025-06-09,,2026-01-15,CUST-L3-007777,EMP-L3-00025,BKK-R9,in_person,refund_request,resolved,RFD-202506-09007777,,
CSI-202506-11166478,2025-06-09,2025-06-09,,2026-01-15,CUST-L3-010852,EMP-L3-00031,BKK-R9,in_person,refund_request,resolved,RFD-202506-09010852,,
CSI-202506-12907096,2025-06-09,2025-06-09,,2026-01-15,CUST-L3-017179,EMP-L3-00037,BKK-R9,in_person,refund_request,resolved,RFD-202506-09017179,,
CSI-202506-087913,2025-06-09,2025-06-09,,2026-01-15,CUST-L3-018521,EMP-L3-00043,BKK-R9,in_person,refund_request,resolved,RFD-202506-09018521,,
CSI-202506-15541629,2025-06-09,2025-06-09,,2026-01-15,CUST-L3-018866,EMP-L3-00049,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-06-09-eb4de4
CSI-202506-13108618,2025-06-09,2025-06-09,,2026-01-15,CUST-L3-019975,EMP-L3-00055,BKK-R9,in_person,refund_request,resolved,RFD-202506-09019975,,
CSI-202506-9043647,2025-06-09,2025-06-09,,2026-01-15,CUST-L3-022147,EMP-L3-00061,BKK-R9,in_person,refund_request,resolved,RFD-202506-09022147,,
CSI-202506-10399953,2025-06-09,2025-06-09,,2026-01-15,CUST-L3-022548,EMP-L3-00067,BKK-R9,in_person,refund_request,resolved,RFD-202506-09022548,,
CSI-202506-13197128,2025-06-09,2025-06-09,,2026-01-15,CUST-L3-024271,EMP-L3-00073,BKK-R9,in_person,refund_request,resolved,RFD-202506-09024271,,
CSI-202506-5590438,2025-06-09,2025-06-09,,2026-01-15,CUST-L3-024674,EMP-L3-00079,BKK-R9,in_person,refund_request,resolved,RFD-202506-09024674,,
CSI-202506-3161887,2025-06-09,2025-06-09,,2026-01-15,CUST-L3-025079,EMP-L3-00085,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-06-09-81a790
CSI-202506-15240450,2025-06-09,2025-06-09,,2026-01-15,CUST-L3-028453,EMP-L3-00091,BKK-R9,in_person,warranty_claim,open,,WC-202506-09028453,
CSI-202506-15747970,2025-06-09,2025-06-09,,2026-01-15,CUST-L3-029284,EMP-L3-00097,BKK-R9,in_person,warranty_claim,open,,WC-202506-09029284,
CSI-202506-7620463,2025-06-10,2025-06-10,,2026-01-15,CUST-L3-006411,EMP-L3-00010,BKK-R9,in_person,warranty_claim,open,,WC-202506-10006411,
CSI-202506-14379084,2025-06-10,2025-06-10,,2026-01-15,CUST-L3-008778,EMP-L3-00019,BKK-R9,in_person,warranty_claim,open,,WC-202506-10008778,
CSI-202506-14225123,2025-06-10,2025-06-10,,2026-01-15,CUST-L3-008944,EMP-L3-00025,BKK-R9,in_person,refund_request,resolved,RFD-202506-10008944,,
CSI-202506-5797994,2025-06-10,2025-06-10,,2026-01-15,CUST-L3-009850,EMP-L3-00031,BKK-R9,in_person,refund_request,resolved,RFD-202506-10009850,,
CSI-202506-15405867,2025-06-10,2025-06-10,,2026-01-15,CUST-L3-009925,EMP-L3-00037,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-06-10-75c744
CSI-202506-3872350,2025-06-10,2025-06-10,,2026-01-15,CUST-L3-010414,EMP-L3-00043,BKK-R9,in_person,refund_request,resolved,RFD-202506-10010414,,
CSI-202506-10531668,2025-06-10,2025-06-10,,2026-01-15,CUST-L3-012712,EMP-L3-00049,BKK-R9,in_person,refund_request,resolved,RFD-202506-10012712,,
CSI-202506-10747163,2025-06-10,2025-06-10,,2026-01-15,CUST-L3-012719,EMP-L3-00055,BKK-R9,in_person,warranty_claim,open,,WC-202506-10012719,
CSI-202506-12061799,2025-06-10,2025-06-10,,2026-01-15,CUST-L3-013044,EMP-L3-00061,BKK-R9,in_person,warranty_claim,open,,WC-202506-10013044,
CSI-202506-1437079,2025-06-10,2025-06-10,,2026-01-15,CUST-L3-015227,EMP-L3-00067,BKK-R9,in_person,refund_request,resolved,RFD-202506-10015227,,
CSI-202506-5378696,2025-06-10,2025-06-10,,2026-01-15,CUST-L3-016369,EMP-L3-00073,BKK-R9,in_person,warranty_claim,open,,WC-202506-10016369,
CSI-202506-8509388,2025-06-10,2025-06-10,,2026-01-15,CUST-L3-016630,EMP-L3-00079,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-06-10-142f29
CSI-202506-9014025,2025-06-10,2025-06-10,,2026-01-15,CUST-L3-016928,EMP-L3-00085,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-06-10-65d4bf
CSI-202506-10608688,2025-06-10,2025-06-10,,2026-01-15,CUST-L3-017264,EMP-L3-00091,BKK-R9,in_person,warranty_claim,open,,WC-202506-10017264,
CSI-202506-3179903,2025-06-10,2025-06-10,,2026-01-15,CUST-L3-019123,EMP-L3-00097,BKK-R9,in_person,warranty_claim,open,,WC-202506-10019123,
CSI-202506-10107022,2025-06-10,2025-06-10,,2026-01-15,CUST-L3-020228,EMP-L3-00103,BKK-R9,in_person,warranty_claim,open,,WC-202506-10020228,
CSI-202506-8992378,2025-06-10,2025-06-10,,2026-01-15,CUST-L3-021813,EMP-L3-00109,BKK-R9,in_person,refund_request,resolved,RFD-202506-10021813,,
CSI-202506-2135594,2025-06-10,2025-06-10,,2026-01-15,CUST-L3-024349,EMP-L3-00115,BKK-R9,in_person,refund_request,resolved,RFD-202506-10024349,,
CSI-202506-16273579,2025-06-10,2025-06-10,,2026-01-15,CUST-L3-025339,EMP-L3-00121,BKK-R9,in_person,refund_request,resolved,RFD-202506-10025339,,
CSI-202506-6506231,2025-06-10,2025-06-10,,2026-01-15,CUST-L3-029162,EMP-L3-00127,BKK-R9,in_person,refund_request,resolved,RFD-202506-10029162,,
CSI-202506-5674813,2025-06-11,2025-06-11,,2026-01-15,CUST-L3-000054,EMP-L3-00010,BKK-R9,in_person,refund_request,resolved,RFD-202506-11000054,,
CSI-202506-12573232,2025-06-11,2025-06-11,,2026-01-15,CUST-L3-000310,EMP-L3-00019,BKK-R9,in_person,refund_request,resolved,RFD-202506-11000310,,
CSI-202506-2820024,2025-06-11,2025-06-11,,2026-01-15,CUST-L3-002675,EMP-L3-00025,BKK-R9,in_person,refund_request,resolved,RFD-202506-11002675,,
CSI-202506-16111955,2025-06-11,2025-06-11,,2026-01-15,CUST-L3-002942,EMP-L3-00031,BKK-R9,in_person,warranty_claim,open,,WC-202506-11002942,
CSI-202506-12605314,2025-06-11,2025-06-11,,2026-01-15,CUST-L3-006630,EMP-L3-00037,BKK-R9,in_person,refund_request,resolved,RFD-202506-11006630,,
CSI-202506-10016241,2025-06-11,2025-06-11,,2026-01-15,CUST-L3-006895,EMP-L3-00043,BKK-R9,in_person,refund_request,resolved,RFD-202506-11006895,,
CSI-202506-16317597,2025-06-11,2025-06-11,,2026-01-15,CUST-L3-007531,EMP-L3-00049,BKK-R9,in_person,refund_request,resolved,RFD-202506-11007531,,
CSI-202506-10288173,2025-06-11,2025-06-11,,2026-01-15,CUST-L3-008179,EMP-L3-00055,BKK-R9,in_person,refund_request,resolved,RFD-202506-11008179,,
CSI-202506-1150928,2025-06-11,2025-06-11,,2026-01-15,CUST-L3-010040,EMP-L3-00061,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-06-11-6dddfc
CSI-202506-7564836,2025-06-11,2025-06-11,,2026-01-15,CUST-L3-010311,EMP-L3-00067,BKK-R9,in_person,refund_request,resolved,RFD-202506-11010311,,
CSI-202506-551848,2025-06-11,2025-06-11,,2026-01-15,CUST-L3-012562,EMP-L3-00073,BKK-R9,in_person,refund_request,resolved,RFD-202506-11012562,,
CSI-202506-15530556,2025-06-11,2025-06-11,,2026-01-15,CUST-L3-013813,EMP-L3-00079,BKK-R9,in_person,warranty_claim,open,,WC-202506-11013813,
CSI-202506-11554171,2025-06-11,2025-06-11,,2026-01-15,CUST-L3-016530,EMP-L3-00085,BKK-R9,in_person,refund_request,resolved,RFD-202506-11016530,,
CSI-202506-8128246,2025-06-11,2025-06-11,,2026-01-15,CUST-L3-016856,EMP-L3-00091,BKK-R9,in_person,refund_request,resolved,RFD-202506-11016856,,
CSI-202506-4933765,2025-06-11,2025-06-11,,2026-01-15,CUST-L3-017067,EMP-L3-00097,BKK-R9,in_person,refund_request,resolved,RFD-202506-11017067,,
CSI-202506-12971661,2025-06-11,2025-06-11,,2026-01-15,CUST-L3-020651,EMP-L3-00103,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-06-11-59dcc1
CSI-202506-7084585,2025-06-11,2025-06-11,,2026-01-15,CUST-L3-021667,EMP-L3-00109,BKK-R9,in_person,refund_request,resolved,RFD-202506-11021667,,
CSI-202506-4269945,2025-06-11,2025-06-11,,2026-01-15,CUST-L3-024649,EMP-L3-00115,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-06-11-d02a22
CSI-202506-10318999,2025-06-11,2025-06-11,,2026-01-15,CUST-L3-026283,EMP-L3-00121,BKK-R9,in_person,warranty_claim,open,,WC-202506-11026283,
CSI-202506-14158584,2025-06-11,2025-06-11,,2026-01-15,CUST-L3-029243,EMP-L3-00127,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-06-11-bc21b4
CSI-202506-16376253,2025-06-11,2025-06-11,,2026-01-15,CUST-L3-029367,EMP-L3-00133,BKK-R9,in_person,refund_request,resolved,RFD-202506-11029367,,
CSI-202506-14987455,2025-06-11,2025-06-11,,2026-01-15,CUST-L3-029881,EMP-L3-00139,BKK-R9,in_person,warranty_claim,open,,WC-202506-11029881,
CSI-202506-11071262,2025-06-12,2025-06-12,,2026-01-15,CUST-L3-000699,EMP-L3-00010,BKK-R9,in_person,warranty_claim,open,,WC-202506-12000699,
