bank_txn_id,business_event_date,posting_date,effective_date,as_of_date,account_id,transaction_type,counterparty,related_entity_id,related_entity_table,amount_thb,balance_after_thb,description
BT-202505-163838352761,2025-05-12,2025-05-12,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-12|credit_card,FACT_SALES_DEPOSIT_BATCH,178100.00,394806219.00,B2C credit_card batch deposit BKK-SIAM 2025-05-12
BT-202505-856826592696,2025-05-12,2025-05-12,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-12|debit_card,FACT_SALES_DEPOSIT_BATCH,108200.00,395146519.00,B2C debit_card batch deposit BKK-SIAM 2025-05-12
BT-202505-570052608445,2025-05-12,2025-05-12,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-12|mobile_wallet,FACT_SALES_DEPOSIT_BATCH,49100.00,395038319.00,B2C mobile_wallet batch deposit BKK-SIAM 2025-05-12
BT-202505-409376439724,2025-05-13,2025-05-13,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-13|cash,FACT_SALES_DEPOSIT_BATCH,114800.00,395930119.00,B2C cash batch deposit BKK-SIAM 2025-05-13
BT-202505-1064734743049,2025-05-13,2025-05-13,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-13|credit_card,FACT_SALES_DEPOSIT_BATCH,335900.00,395482419.00,B2C credit_card batch deposit BKK-SIAM 2025-05-13
BT-202505-151388185173,2025-05-13,2025-05-13,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-13|debit_card,FACT_SALES_DEPOSIT_BATCH,134300.00,395815319.00,B2C debit_card batch deposit BKK-SIAM 2025-05-13
BT-202505-117951280531,2025-05-13,2025-05-13,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-13|mobile_wallet,FACT_SALES_DEPOSIT_BATCH,198600.00,395681019.00,B2C mobile_wallet batch deposit BKK-SIAM 2025-05-13
BT-202505-351290234426,2025-05-14,2025-05-14,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-14|cash,FACT_SALES_DEPOSIT_BATCH,373000.00,396303119.00,B2C cash batch deposit BKK-SIAM 2025-05-14
BT-202505-641375366176,2025-05-14,2025-05-14,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-14|credit_card,FACT_SALES_DEPOSIT_BATCH,407700.00,396710819.00,B2C credit_card batch deposit BKK-SIAM 2025-05-14
BT-202505-770096616811,2025-05-14,2025-05-14,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-14|debit_card,FACT_SALES_DEPOSIT_BATCH,48800.00,396759619.00,B2C debit_card batch deposit BKK-SIAM 2025-05-14
BT-202505-782190982733,2025-05-14,2025-05-14,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-14|mobile_wallet,FACT_SALES_DEPOSIT_BATCH,181400.00,396941019.00,B2C mobile_wallet batch deposit BKK-SIAM 2025-05-14
BT-202505-571860977670,2025-05-15,2025-05-15,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-15|cash,FACT_SALES_DEPOSIT_BATCH,219100.00,397283719.00,B2C cash batch deposit BKK-SIAM 2025-05-15
BT-202505-598308867308,2025-05-15,2025-05-15,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-15|credit_card,FACT_SALES_DEPOSIT_BATCH,241100.00,397524819.00,B2C credit_card batch deposit BKK-SIAM 2025-05-15
BT-202505-758518040955,2025-05-15,2025-05-15,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-15|debit_card,FACT_SALES_DEPOSIT_BATCH,68500.00,397593319.00,B2C debit_card batch deposit BKK-SIAM 2025-05-15
BT-202505-216495856081,2025-05-15,2025-05-15,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-15|mobile_wallet,FACT_SALES_DEPOSIT_BATCH,123600.00,397064619.00,B2C mobile_wallet batch deposit BKK-SIAM 2025-05-15
BT-202505-163862650764,2025-05-16,2025-05-16,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-16|cash,FACT_SALES_DEPOSIT_BATCH,164400.00,397757719.00,B2C cash batch deposit BKK-SIAM 2025-05-16
BT-202505-990101112168,2025-05-16,2025-05-16,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-16|credit_card,FACT_SALES_DEPOSIT_BATCH,140700.00,398454819.00,B2C credit_card batch deposit BKK-SIAM 2025-05-16
BT-202505-535151883419,2025-05-16,2025-05-16,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-16|debit_card,FACT_SALES_DEPOSIT_BATCH,383500.00,398141219.00,B2C debit_card batch deposit BKK-SIAM 2025-05-16
BT-202505-736198484196,2025-05-16,2025-05-16,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-16|mobile_wallet,FACT_SALES_DEPOSIT_BATCH,172900.00,398314119.00,B2C mobile_wallet batch deposit BKK-SIAM 2025-05-16
BT-202505-718341478746,2025-05-17,2025-05-17,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-17|cash,FACT_SALES_DEPOSIT_BATCH,528800.00,399187619.00,B2C cash batch deposit BKK-SIAM 2025-05-17
BT-202505-198523624580,2025-05-17,2025-05-17,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-17|credit_card,FACT_SALES_DEPOSIT_BATCH,167300.00,398622119.00,B2C credit_card batch deposit BKK-SIAM 2025-05-17
BT-202505-60435722249,2025-05-17,2025-05-17,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-17|debit_card,FACT_SALES_DEPOSIT_BATCH,36700.00,398658819.00,B2C debit_card batch deposit BKK-SIAM 2025-05-17
BT-202505-966922806246,2025-05-17,2025-05-17,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-17|mobile_wallet,FACT_SALES_DEPOSIT_BATCH,253400.00,399441019.00,B2C mobile_wallet batch deposit BKK-SIAM 2025-05-17
BT-202505-77977933966,2025-05-18,2025-05-18,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-18|cash,FACT_SALES_DEPOSIT_BATCH,207200.00,400128519.00,B2C cash batch deposit BKK-SIAM 2025-05-18
BT-202505-259249090233,2025-05-18,2025-05-18,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-18|credit_card,FACT_SALES_DEPOSIT_BATCH,215400.00,399871219.00,B2C credit_card batch deposit BKK-SIAM 2025-05-18
BT-202505-53996457035,2025-05-18,2025-05-18,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-18|debit_card,FACT_SALES_DEPOSIT_BATCH,50100.00,399921319.00,B2C debit_card batch deposit BKK-SIAM 2025-05-18
BT-202505-199400098887,2025-05-18,2025-05-18,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-18|mobile_wallet,FACT_SALES_DEPOSIT_BATCH,214800.00,399655819.00,B2C mobile_wallet batch deposit BKK-SIAM 2025-05-18
BT-202505-766113899240,2025-05-19,2025-05-19,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-19|cash,FACT_SALES_DEPOSIT_BATCH,378600.00,401257119.00,B2C cash batch deposit BKK-SIAM 2025-05-19
BT-202505-546289857004,2025-05-19,2025-05-19,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-19|credit_card,FACT_SALES_DEPOSIT_BATCH,396400.00,400609819.00,B2C credit_card batch deposit BKK-SIAM 2025-05-19
BT-202505-153248480255,2025-05-19,2025-05-19,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-19|debit_card,FACT_SALES_DEPOSIT_BATCH,84900.00,400213419.00,B2C debit_card batch deposit BKK-SIAM 2025-05-19
BT-202505-734202667688,2025-05-19,2025-05-19,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-19|mobile_wallet,FACT_SALES_DEPOSIT_BATCH,268700.00,400878519.00,B2C mobile_wallet batch deposit BKK-SIAM 2025-05-19
BT-202505-1000013931124,2025-05-20,2025-05-20,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-20|cash,FACT_SALES_DEPOSIT_BATCH,18900.00,401276019.00,B2C cash batch deposit BKK-SIAM 2025-05-20
BT-202505-568966258542,2025-05-20,2025-05-20,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-20|credit_card,FACT_SALES_DEPOSIT_BATCH,278500.00,401554519.00,B2C credit_card batch deposit BKK-SIAM 2025-05-20
BT-202505-631129576277,2025-05-20,2025-05-20,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-20|debit_card,FACT_SALES_DEPOSIT_BATCH,260500.00,401815019.00,B2C debit_card batch deposit BKK-SIAM 2025-05-20
BT-202505-684611792166,2025-05-20,2025-05-20,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-20|mobile_wallet,FACT_SALES_DEPOSIT_BATCH,175400.00,401990419.00,B2C mobile_wallet batch deposit BKK-SIAM 2025-05-20
BT-202505-926164785699,2025-05-21,2025-05-21,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-21|cash,FACT_SALES_DEPOSIT_BATCH,240100.00,402423219.00,B2C cash batch deposit BKK-SIAM 2025-05-21
BT-202505-997164690009,2025-05-21,2025-05-21,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-21|credit_card,FACT_SALES_DEPOSIT_BATCH,241600.00,402664819.00,B2C credit_card batch deposit BKK-SIAM 2025-05-21
BT-202505-187163284289,2025-05-21,2025-05-21,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-21|debit_card,FACT_SALES_DEPOSIT_BATCH,30700.00,402021119.00,B2C debit_card batch deposit BKK-SIAM 2025-05-21
BT-202505-387283099098,2025-05-21,2025-05-21,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-21|mobile_wallet,FACT_SALES_DEPOSIT_BATCH,162000.00,402183119.00,B2C mobile_wallet batch deposit BKK-SIAM 2025-05-21
BT-202505-1041247020206,2025-05-22,2025-05-22,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-22|cash,FACT_SALES_DEPOSIT_BATCH,300000.00,403020519.00,B2C cash batch deposit BKK-SIAM 2025-05-22
BT-202505-470025945979,2025-05-22,2025-05-22,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-22|credit_card,FACT_SALES_DEPOSIT_BATCH,172600.00,403193119.00,B2C credit_card batch deposit BKK-SIAM 2025-05-22
BT-202505-58254134734,2025-05-22,2025-05-22,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-22|debit_card,FACT_SALES_DEPOSIT_BATCH,233000.00,403426119.00,B2C debit_card batch deposit BKK-SIAM 2025-05-22
BT-202505-1001336840316,2025-05-22,2025-05-22,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-22|mobile_wallet,FACT_SALES_DEPOSIT_BATCH,55700.00,402720519.00,B2C mobile_wallet batch deposit BKK-SIAM 2025-05-22
BT-202505-348124172139,2025-05-23,2025-05-23,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-23|cash,FACT_SALES_DEPOSIT_BATCH,370600.00,403974319.00,B2C cash batch deposit BKK-SIAM 2025-05-23
BT-202505-384029953937,2025-05-23,2025-05-23,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-23|credit_card,FACT_SALES_DEPOSIT_BATCH,229000.00,404203319.00,B2C credit_card batch deposit BKK-SIAM 2025-05-23
BT-202505-144121591384,2025-05-23,2025-05-23,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-23|debit_card,FACT_SALES_DEPOSIT_BATCH,177600.00,403603719.00,B2C debit_card batch deposit BKK-SIAM 2025-05-23
BT-202505-95019295114,2025-05-23,2025-05-23,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-23|mobile_wallet,FACT_SALES_DEPOSIT_BATCH,31800.00,404235119.00,B2C mobile_wallet batch deposit BKK-SIAM 2025-05-23
BT-202505-1065947128628,2025-05-24,2025-05-24,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-24|cash,FACT_SALES_DEPOSIT_BATCH,167800.00,404402919.00,B2C cash batch deposit BKK-SIAM 2025-05-24
BT-202505-752413911710,2025-05-24,2025-05-24,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-24|credit_card,FACT_SALES_DEPOSIT_BATCH,26300.00,404610119.00,B2C credit_card batch deposit BKK-SIAM 2025-05-24
BT-202505-824699340022,2025-05-24,2025-05-24,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-24|debit_card,FACT_SALES_DEPOSIT_BATCH,12900.00,404623019.00,B2C debit_card batch deposit BKK-SIAM 2025-05-24
BT-202505-673336195987,2025-05-24,2025-05-24,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-24|mobile_wallet,FACT_SALES_DEPOSIT_BATCH,180900.00,404583819.00,B2C mobile_wallet batch deposit BKK-SIAM 2025-05-24
BT-202505-850214241807,2025-05-25,2025-05-25,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-25|cash,FACT_SALES_DEPOSIT_BATCH,395700.00,405615019.00,B2C cash batch deposit BKK-SIAM 2025-05-25
BT-202505-1036409660849,2025-05-25,2025-05-25,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-25|credit_card,FACT_SALES_DEPOSIT_BATCH,254300.00,404877319.00,B2C credit_card batch deposit BKK-SIAM 2025-05-25
BT-202505-535550541757,2025-05-25,2025-05-25,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-25|debit_card,FACT_SALES_DEPOSIT_BATCH,234000.00,405111319.00,B2C debit_card batch deposit BKK-SIAM 2025-05-25
BT-202505-564573117483,2025-05-25,2025-05-25,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-25|mobile_wallet,FACT_SALES_DEPOSIT_BATCH,108000.00,405219319.00,B2C mobile_wallet batch deposit BKK-SIAM 2025-05-25
BT-202505-69888153549,2025-05-26,2025-05-26,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-26|cash,FACT_SALES_DEPOSIT_BATCH,149300.00,406507019.00,B2C cash batch deposit BKK-SIAM 2025-05-26
BT-202505-251469035356,2025-05-26,2025-05-26,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-26|credit_card,FACT_SALES_DEPOSIT_BATCH,415000.00,406030019.00,B2C credit_card batch deposit BKK-SIAM 2025-05-26
BT-202505-538924515923,2025-05-26,2025-05-26,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-26|debit_card,FACT_SALES_DEPOSIT_BATCH,101100.00,406131119.00,B2C debit_card batch deposit BKK-SIAM 2025-05-26
BT-202505-596276905332,2025-05-26,2025-05-26,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-26|mobile_wallet,FACT_SALES_DEPOSIT_BATCH,226600.00,406357719.00,B2C mobile_wallet batch deposit BKK-SIAM 2025-05-26
BT-202505-831811930289,2025-05-27,2025-05-27,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-27|cash,FACT_SALES_DEPOSIT_BATCH,226000.00,407155419.00,B2C cash batch deposit BKK-SIAM 2025-05-27
BT-202505-313131469887,2025-05-27,2025-05-27,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-27|credit_card,FACT_SALES_DEPOSIT_BATCH,259700.00,406929419.00,B2C credit_card batch deposit BKK-SIAM 2025-05-27
BT-202505-907222448021,2025-05-27,2025-05-27,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-27|debit_card,FACT_SALES_DEPOSIT_BATCH,146400.00,407301819.00,B2C debit_card batch deposit BKK-SIAM 2025-05-27
BT-202505-1009296628966,2025-05-27,2025-05-27,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-27|mobile_wallet,FACT_SALES_DEPOSIT_BATCH,162700.00,406669719.00,B2C mobile_wallet batch deposit BKK-SIAM 2025-05-27
BT-202505-867588982117,2025-05-28,2025-05-28,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-28|cash,FACT_SALES_DEPOSIT_BATCH,271200.00,407820519.00,B2C cash batch deposit BKK-SIAM 2025-05-28
BT-202505-91157459811,2025-05-28,2025-05-28,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-28|credit_card,FACT_SALES_DEPOSIT_BATCH,202800.00,408023319.00,B2C credit_card batch deposit BKK-SIAM 2025-05-28
BT-202505-126934076715,2025-05-28,2025-05-28,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-28|debit_card,FACT_SALES_DEPOSIT_BATCH,247500.00,407549319.00,B2C debit_card batch deposit BKK-SIAM 2025-05-28
BT-202505-169401537466,2025-05-29,2025-05-29,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-29|cash,FACT_SALES_DEPOSIT_BATCH,392300.00,408876219.00,B2C cash batch deposit BKK-SIAM 2025-05-29
BT-202505-393596414753,2025-05-29,2025-05-29,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-29|credit_card,FACT_SALES_DEPOSIT_BATCH,297900.00,409174119.00,B2C credit_card batch deposit BKK-SIAM 2025-05-29
BT-202505-773854771759,2025-05-29,2025-05-29,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-29|debit_card,FACT_SALES_DEPOSIT_BATCH,260200.00,409434319.00,B2C debit_card batch deposit BKK-SIAM 2025-05-29
BT-202505-1002202185469,2025-05-29,2025-05-29,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-29|mobile_wallet,FACT_SALES_DEPOSIT_BATCH,460600.00,408483919.00,B2C mobile_wallet batch deposit BKK-SIAM 2025-05-29
BT-202505-212517429576,2025-05-30,2025-05-30,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-30|cash,FACT_SALES_DEPOSIT_BATCH,261500.00,409918019.00,B2C cash batch deposit BKK-SIAM 2025-05-30
BT-202505-161803323115,2025-05-30,2025-05-30,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-30|credit_card,FACT_SALES_DEPOSIT_BATCH,222200.00,409656519.00,B2C credit_card batch deposit BKK-SIAM 2025-05-30
BT-202505-356689023204,2025-05-30,2025-05-30,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-30|debit_card,FACT_SALES_DEPOSIT_BATCH,98500.00,410016519.00,B2C debit_card batch deposit BKK-SIAM 2025-05-30
BT-202505-488235692268,2025-05-30,2025-05-30,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-30|mobile_wallet,FACT_SALES_DEPOSIT_BATCH,286200.00,410302719.00,B2C mobile_wallet batch deposit BKK-SIAM 2025-05-30
BT-202505-1088840401520,2025-05-31,2025-05-31,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-31|cash,FACT_SALES_DEPOSIT_BATCH,479200.00,411253519.00,B2C cash batch deposit BKK-SIAM 2025-05-31
BT-202505-1008496847082,2025-05-31,2025-05-31,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-31|credit_card,FACT_SALES_DEPOSIT_BATCH,471600.00,410774319.00,B2C credit_card batch deposit BKK-SIAM 2025-05-31
BT-202505-290318865442,2025-05-31,2025-05-31,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-31|debit_card,FACT_SALES_DEPOSIT_BATCH,64400.00,411317919.00,B2C debit_card batch deposit BKK-SIAM 2025-05-31
BT-202505-573458394884,2025-05-31,2025-05-31,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-05-31|mobile_wallet,FACT_SALES_DEPOSIT_BATCH,174500.00,411492419.00,B2C mobile_wallet batch deposit BKK-SIAM 2025-05-31
BT-202506-404888194648,2025-06-01,2025-06-01,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-06-01|cash,FACT_SALES_DEPOSIT_BATCH,230300.00,411909819.00,B2C cash batch deposit BKK-SIAM 2025-06-01
BT-202506-117826112912,2025-06-01,2025-06-01,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-06-01|credit_card,FACT_SALES_DEPOSIT_BATCH,131400.00,411623819.00,B2C credit_card batch deposit BKK-SIAM 2025-06-01
BT-202506-492712002553,2025-06-01,2025-06-01,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-06-01|debit_card,FACT_SALES_DEPOSIT_BATCH,255400.00,412165219.00,B2C debit_card batch deposit BKK-SIAM 2025-06-01
BT-202506-207438099511,2025-06-01,2025-06-01,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-06-01|mobile_wallet,FACT_SALES_DEPOSIT_BATCH,55700.00,411679519.00,B2C mobile_wallet batch deposit BKK-SIAM 2025-06-01
BT-202506-27895821483,2025-06-02,2025-06-02,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-06-02|cash,FACT_SALES_DEPOSIT_BATCH,113200.00,412346719.00,B2C cash batch deposit BKK-SIAM 2025-06-02
BT-202506-1012218229842,2025-06-02,2025-06-02,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-06-02|credit_card,FACT_SALES_DEPOSIT_BATCH,68300.00,412233519.00,B2C credit_card batch deposit BKK-SIAM 2025-06-02
BT-202506-953760732085,2025-06-02,2025-06-02,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-06-02|debit_card,FACT_SALES_DEPOSIT_BATCH,55900.00,412434919.00,B2C debit_card batch deposit BKK-SIAM 2025-06-02
BT-202506-912970694280,2025-06-02,2025-06-02,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-06-02|mobile_wallet,FACT_SALES_DEPOSIT_BATCH,32300.00,412379019.00,B2C mobile_wallet batch deposit BKK-SIAM 2025-06-02
BT-202506-338072393378,2025-06-03,2025-06-03,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-06-03|cash,FACT_SALES_DEPOSIT_BATCH,446900.00,412993119.00,B2C cash batch deposit BKK-SIAM 2025-06-03
BT-202506-861490750914,2025-06-03,2025-06-03,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-06-03|credit_card,FACT_SALES_DEPOSIT_BATCH,292600.00,413436719.00,B2C credit_card batch deposit BKK-SIAM 2025-06-03
BT-202506-224980833934,2025-06-03,2025-06-03,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-06-03|debit_card,FACT_SALES_DEPOSIT_BATCH,111300.00,412546219.00,B2C debit_card batch deposit BKK-SIAM 2025-06-03
BT-202506-625469519367,2025-06-03,2025-06-03,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-06-03|mobile_wallet,FACT_SALES_DEPOSIT_BATCH,151000.00,413144119.00,B2C mobile_wallet batch deposit BKK-SIAM 2025-06-03
BT-202506-201226422906,2025-06-04,2025-06-04,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-06-04|cash,FACT_SALES_DEPOSIT_BATCH,439800.00,414000219.00,B2C cash batch deposit BKK-SIAM 2025-06-04
BT-202506-242169522198,2025-06-04,2025-06-04,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-06-04|credit_card,FACT_SALES_DEPOSIT_BATCH,182500.00,414182719.00,B2C credit_card batch deposit BKK-SIAM 2025-06-04
BT-202506-662431802030,2025-06-04,2025-06-04,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-06-04|debit_card,FACT_SALES_DEPOSIT_BATCH,117600.00,414300319.00,B2C debit_card batch deposit BKK-SIAM 2025-06-04
BT-202506-19828447203,2025-06-04,2025-06-04,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-06-04|mobile_wallet,FACT_SALES_DEPOSIT_BATCH,123700.00,413560419.00,B2C mobile_wallet batch deposit BKK-SIAM 2025-06-04
BT-202506-43819173336,2025-06-05,2025-06-05,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-06-05|cash,FACT_SALES_DEPOSIT_BATCH,166900.00,414582519.00,B2C cash batch deposit BKK-SIAM 2025-06-05
BT-202506-635751945241,2025-06-05,2025-06-05,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-06-05|credit_card,FACT_SALES_DEPOSIT_BATCH,253600.00,414836119.00,B2C credit_card batch deposit BKK-SIAM 2025-06-05
BT-202506-434260786811,2025-06-05,2025-06-05,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-06-05|debit_card,FACT_SALES_DEPOSIT_BATCH,11800.00,414415619.00,B2C debit_card batch deposit BKK-SIAM 2025-06-05
BT-202506-210973714183,2025-06-05,2025-06-05,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-06-05|mobile_wallet,FACT_SALES_DEPOSIT_BATCH,103500.00,414403819.00,B2C mobile_wallet batch deposit BKK-SIAM 2025-06-05
BT-202506-707873856499,2025-06-06,2025-06-06,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-06-06|cash,FACT_SALES_DEPOSIT_BATCH,462400.00,415692019.00,B2C cash batch deposit BKK-SIAM 2025-06-06
BT-202506-28906770981,2025-06-06,2025-06-06,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-06-06|credit_card,FACT_SALES_DEPOSIT_BATCH,197000.00,415033119.00,B2C credit_card batch deposit BKK-SIAM 2025-06-06
BT-202506-335950798276,2025-06-06,2025-06-06,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-06-06|debit_card,FACT_SALES_DEPOSIT_BATCH,25800.00,415058919.00,B2C debit_card batch deposit BKK-SIAM 2025-06-06
BT-202506-340414003270,2025-06-06,2025-06-06,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-06-06|mobile_wallet,FACT_SALES_DEPOSIT_BATCH,170700.00,415229619.00,B2C mobile_wallet batch deposit BKK-SIAM 2025-06-06
BT-202506-370992259888,2025-06-07,2025-06-07,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-06-07|cash,FACT_SALES_DEPOSIT_BATCH,269400.00,415961419.00,B2C cash batch deposit BKK-SIAM 2025-06-07
BT-202506-410209592403,2025-06-07,2025-06-07,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-06-07|credit_card,FACT_SALES_DEPOSIT_BATCH,350000.00,416311419.00,B2C credit_card batch deposit BKK-SIAM 2025-06-07
BT-202506-993220091794,2025-06-07,2025-06-07,,2026-01-15,OPER-BKK-SIAM,deposit,,BKK-SIAM|2025-06-07|debit_card,FACT_SALES_DEPOSIT_BATCH,55900.00,416367319.00,B2C debit_card batch deposit BKK-SIAM 2025-06-07
